TP_FUNDO;CNPJ_FUNDO;DT_REG;CNPJ_ADMIN;ADMIN
FIP;26.691.046/0001-98;2016-12-14;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;26.691.062/0001-80;2016-12-14;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;26.691.084/0001-40;2016-12-14;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;26.691.095/0001-20;2016-12-14;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;26.691.106/0001-72;2016-12-14;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;26.691.125/0001-07;2016-12-14;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;26.704.229/0001-09;2017-05-12;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;26.709.975/0001-87;2020-02-27;02.150.453/0001-20;OLIVEIRA TRUST SERVICER S/A
FIP;26.710.696/0001-33;2016-12-20;02.150.453/0001-20;OLIVEIRA TRUST SERVICER S/A
FIP;26.711.312/0001-05;2016-12-22;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;26.711.354/0001-38;2017-05-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;26.711.364/0001-73;2017-06-14;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;26.711.375/0001-53;2017-02-08;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;26.711.391/0001-46;2017-05-15;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;26.711.439/0001-16;2017-05-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;26.726.473/0001-64;2017-01-12;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;26.726.525/0001-00;2016-12-19;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;26.733.164/0001-11;2016-12-19;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;26.734.601/0001-11;2019-11-18;02.150.453/0001-20;OLIVEIRA TRUST SERVICER S/A
FIP;26.737.236/0001-07;2017-05-12;11.010.779/0001-42;ÚNICA ADMINISTRAÇÃO E GESTÃO DE RECURSOS LTDA.
FIP;26.745.063/0001-60;2017-01-17;03.317.692/0001-94;FINAXIS CORRETORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;26.751.577/0001-29;2017-01-02;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;26.756.167/0001-70;2017-01-02;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;26.756.177/0001-06;2017-01-02;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;26.845.498/0001-87;2017-01-12;62.418.140/0001-31;INTRAG DTVM LTDA.
FIP;26.845.679/0001-03;2017-03-10;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;26.846.613/0001-38;2017-02-21;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;26.912.673/0001-01;2017-01-06;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;26.914.063/0001-47;2017-01-27;10.413.618/0001-37;PÁTRIA INFRAESTRUTURA GESTÃO DE RECURSOS LTDA
FIP;26.926.281/0001-00;2017-02-22;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;26.956.765/0001-93;2017-01-27;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;26.977.960/0001-08;2017-02-15;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;27.035.883/0001-21;2017-07-12;44.011.526/0001-42;SPECTRA INVESTIMENTOS LTDA
FIP;27.035.970/0001-89;2017-02-15;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;27.036.066/0001-98;2017-02-08;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;27.039.132/0001-83;2017-05-12;19.182.613/0001-15;PHENOM CAPITAL ADMINISTRADORA DE RECURSOS S/A
FIP;27.039.160/0001-09;2017-05-12;19.182.613/0001-15;PHENOM CAPITAL ADMINISTRADORA DE RECURSOS S/A
FIP;27.047.131/0001-80;2017-07-21;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;27.123.654/0001-69;2017-02-20;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;27.146.863/0001-28;2019-04-17;50.657.675/0001-86;SLW CVC LTDA
FIP;27.181.698/0001-45;2017-06-01;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;27.181.730/0001-92;2017-12-13;27.652.684/0001-62;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.
FIP;27.181.786/0001-47;2017-12-22;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;27.181.794/0001-93;2017-12-22;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;27.181.799/0001-16;2017-12-22;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;27.181.810/0001-48;2017-12-13;27.652.684/0001-62;GENIAL INVESTIMENTOS CORRETORA DE VALORES MOBILIÁRIOS S.A.
FIP;27.202.336/0001-93;2018-12-05;50.657.675/0001-86;SLW CVC LTDA
FIP;27.216.519/0001-68;2017-05-05;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;27.216.627/0001-30;2017-05-24;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.216.734/0001-69;2017-05-26;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.216.763/0001-20;2017-05-26;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.216.866/0001-90;2017-05-26;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.216.898/0001-96;2017-05-26;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.248.864/0001-83;2017-03-08;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;27.248.880/0001-76;2017-03-08;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;27.262.802/0001-26;2017-05-09;92.904.564/0001-77;ORLA DTVM S.A.
FIP;27.281.190/0001-19;2017-03-16;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;27.368.734/0001-84;2019-11-27;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIP;27.368.761/0001-57;2019-04-29;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIP;27.368.771/0001-92;2018-10-29;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIP;27.368.817/0001-73;2018-12-21;03.384.738/0001-98;VOTORANTIM ASSET MANAGEMENT DTVM LTDA.
FIP;27.467.461/0001-25;2017-05-12;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;27.467.768/0001-26;2017-04-25;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;27.486.528/0001-79;2017-05-29;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;27.486.551/0001-63;2017-06-02;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;27.486.559/0001-20;2017-05-29;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;27.500.799/0001-31;2017-05-12;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;27.635.152/0001-17;2017-09-29;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;27.635.326/0001-41;2018-05-21;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;27.734.019/0001-18;2017-06-12;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;27.734.150/0001-85;2017-06-12;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;27.771.671/0001-02;2017-07-12;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;27.782.774/0001-78;2017-07-31;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;27.782.802/0001-57;2017-08-10;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;27.817.429/0001-22;2017-06-28;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.817.491/0001-14;2017-07-11;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.817.517/0001-24;2017-07-11;33.886.862/0001-12;MAXIMA S/A CCTVM
FIP;27.817.549/0001-20;2017-07-11;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.827.212/0001-01;2018-02-01;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;27.977.684/0001-32;2017-06-20;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;27.984.082/0001-02;2018-12-26;50.657.675/0001-86;SLW CVC LTDA
FIP;27.984.444/0001-65;2017-07-20;02.263.285/0001-89;STRATUS INVESTIMENTOS LTDA
FIP;27.984.465/0001-80;2017-10-24;02.671.743/0001-19;CM CAPITAL MARKETS DTVM LTDA
FIP;28.039.237/0001-03;2017-07-24;04.557.602/0001-03;DGF INVESTIMENTOS GESTÃO DE FUNDOS LTDA
FIP;28.081.162/0001-10;2017-12-27;62.418.140/0001-31;INTRAG DTVM LTDA.
FIP;28.108.246/0001-09;2017-12-12;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;28.108.267/0001-16;2018-02-09;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;28.108.275/0001-62;2018-12-11;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;28.108.286/0001-42;2020-02-17;62.318.407/0001-19;SANTANDER CACEIS BRASIL DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS S.A
FIP;28.141.214/0001-05;2017-08-11;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;28.141.256/0001-38;2018-09-26;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;28.141.268/0001-62;2017-09-26;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;28.296.538/0001-04;2017-08-03;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;28.296.559/0001-20;2017-08-01;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIP;28.319.314/0001-70;2020-03-30;14.717.397/0001-41;BFL ADMINISTRAÇÃO DE RECURSOS LTDA
FIP;28.330.700/0001-63;2017-08-15;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;28.332.012/0001-32;2017-08-25;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;28.376.098/0001-03;2018-05-25;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;28.398.439/0001-33;2017-09-15;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;28.550.008/0001-40;2018-07-03;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIP;28.550.856/0001-50;2017-09-05;92.904.564/0001-77;ORLA DTVM S.A.
FIP;28.556.828/0001-40;2017-10-09;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;28.651.124/0001-56;2017-09-19;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;28.651.143/0001-82;2017-09-15;05.230.601/0001-04;MODAL ASSET MANAGEMENT LTDA
FIP;28.653.883/0001-58;2018-03-13;62.418.140/0001-31;INTRAG DTVM LTDA.
FIP;28.670.914/0001-89;2017-09-27;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;28.670.934/0001-50;2017-09-27;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;28.670.954/0001-20;2017-09-27;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;28.670.965/0001-00;2017-09-27;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;28.670.995/0001-17;2017-09-27;05.230.601/0001-04;MODAL ASSET MANAGEMENT LTDA
FIP;28.686.463/0001-78;2017-11-03;02.263.285/0001-89;STRATUS INVESTIMENTOS LTDA
FIP;28.693.559/0001-63;2017-09-21;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;28.715.638/0001-28;2017-10-09;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;28.739.565/0001-04;2017-11-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;28.739.588/0001-19;2017-11-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;28.739.617/0001-42;2017-11-13;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;28.770.726/0001-22;2017-10-25;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;28.770.747/0001-48;2017-10-25;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;28.788.261/0001-37;2017-10-18;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;28.849.618/0001-40;2017-10-23;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;28.912.288/0001-90;2019-12-23;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;28.951.239/0001-66;2019-08-09;61.809.182/0001-30;CREDIT SUISSE HEDGING-GRIFFO CORRETORA DE VALORES S.A.
FIP;28.953.897/0001-97;2017-11-13;10.413.618/0001-37;PÁTRIA INFRAESTRUTURA GESTÃO DE RECURSOS LTDA
FIP;28.953.928/0001-00;2017-11-13;10.413.618/0001-37;PÁTRIA INFRAESTRUTURA GESTÃO DE RECURSOS LTDA
FIP;28.959.937/0001-08;2017-10-31;92.875.780/0001-31;WARREN CORRETORA DE VALORES MOBILIÁRIOS E CÂMBIO LTDA.
FIP;29.043.573/0001-84;2017-12-18;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIP;29.085.416/0001-31;2018-10-03;05.230.601/0001-04;MODAL ASSET MANAGEMENT LTDA
FIP;29.091.953/0001-94;2018-09-20;32.206.435/0001-83;SUL AMERICA INVESTIMENTOS DTVM S.A.
FIP;29.168.808/0001-64;2018-02-01;33.918.160/0001-73;GRADUAL CORRETORA DE CÂMBIO, TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;29.180.060/0001-15;2017-11-30;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;29.226.564/0001-29;2018-04-10;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;29.242.834/0001-95;2018-05-21;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;29.253.662/0001-55;2018-02-15;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;29.253.741/0001-66;2018-11-28;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;29.253.755/0001-80;2018-04-09;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;29.253.771/0001-72;2018-04-09;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;29.284.928/0001-27;2018-02-15;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIP;29.284.953/0001-00;2018-02-15;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIP;29.303.995/0001-41;2018-10-15;05.230.601/0001-04;MODAL ASSET MANAGEMENT LTDA
FIP;29.315.233/0001-65;2017-12-26;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;29.315.271/0001-18;2018-03-28;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.315.285/0001-31;2018-10-02;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.315.301/0001-96;2018-04-03;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.323.865/0001-70;2018-01-17;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.323.887/0001-30;2018-01-15;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.328.787/0001-05;2018-01-03;62.418.140/0001-31;INTRAG DTVM LTDA.
FIP;29.446.992/0001-67;2018-06-22;12.461.756/0001-17;PATRIA INVESTIMENTOS LTDA
FIP;29.447.049/0001-79;2018-06-22;12.461.756/0001-17;PATRIA INVESTIMENTOS LTDA
FIP;29.490.945/0001-10;2018-02-08;10.413.618/0001-37;PÁTRIA INFRAESTRUTURA GESTÃO DE RECURSOS LTDA
FIP;29.491.215/0001-34;2018-03-21;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;29.602.806/0001-31;2018-02-07;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;29.708.349/0001-64;2018-03-16;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;29.714.480/0001-34;2018-02-23;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.714.605/0001-26;2018-04-19;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;29.750.099/0001-20;2018-04-09;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;29.787.047/0001-29;2018-03-01;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;29.843.145/0001-36;2018-03-19;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.843.172/0001-09;2018-03-28;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;29.843.196/0001-68;2018-03-19;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;29.843.219/0001-34;2018-03-06;03.539.353/0001-52;HSI - HEMISFÉRIO SUL INVESTIMENTOS LTDA
FIP;29.909.276/0001-79;2018-12-07;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;29.909.434/0001-90;2018-08-10;00.806.535/0001-54;PLANNER CORRETORA DE VALORES SA
FIP;29.932.275/0001-45;2018-11-14;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIP;29.932.312/0001-15;2018-06-26;67.030.395/0001-46;PLANNER TRUSTEE DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS LTDA.
FIP;29.992.846/0001-37;2018-11-28;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;29.992.900/0001-44;2018-03-22;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;29.992.920/0001-15;2018-03-28;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;30.038.030/0001-58;2018-03-29;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.142.247/0001-03;2018-09-10;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;30.142.289/0001-44;2018-08-30;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;30.142.310/0001-01;2018-12-28;15.489.568/0001-95;INTRADER DTVM LTDA
FIP;30.143.007/0001-23;2018-04-09;13.673.855/0001-25;FRAM CAPITAL DISTRIBUIDORA DE TÍTULOS E VALORES MOBILIÁRIOS S.A.
FIP;30.259.849/0001-45;2018-09-17;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;30.271.059/0001-85;2018-04-27;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.271.103/0001-57;2018-05-15;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.282.181/0001-57;2018-06-01;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.317.369/0001-93;2018-05-10;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.317.393/0001-22;2018-06-11;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.317.423/0001-09;2019-09-19;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.317.453/0001-07;2019-06-26;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.317.464/0001-97;2019-03-08;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.479.394/0001-73;2018-05-18;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;30.479.429/0001-74;2018-05-17;18.313.996/0001-50;PARATY CAPITAL LTDA
FIP;30.492.269/0001-01;2018-09-14;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.492.305/0001-29;2018-06-01;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.492.325/0001-08;2018-06-01;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.492.344/0001-26;2018-06-01;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.492.366/0001-96;2018-06-01;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.492.393/0001-69;2018-06-01;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.492.468/0001-01;2018-09-18;02.263.285/0001-89;STRATUS INVESTIMENTOS LTDA
FIP;30.507.217/0001-53;2018-06-14;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.530.870/0001-33;2018-07-19;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.530.903/0001-45;2018-07-19;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.578.597/0001-17;2018-06-04;44.011.526/0001-42;SPECTRA INVESTIMENTOS LTDA
FIP;30.609.511/0001-76;2018-06-28;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;30.609.558/0001-30;2018-06-29;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;30.647.650/0001-94;2018-06-07;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
FIP;30.687.421/0001-01;2019-05-17;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.687.435/0001-17;2019-05-17;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.687.646/0001-50;2018-12-05;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;30.687.676/0001-66;2019-01-04;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;30.687.715/0001-25;2019-07-29;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;30.687.733/0001-07;2019-02-08;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;30.698.218/0001-22;2018-06-18;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;30.709.932/0001-79;2018-08-06;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;30.710.019/0001-92;2018-09-13;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;30.710.079/0001-05;2018-10-25;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;30.788.614/0001-40;2018-11-05;62.285.390/0001-40;SOCOPA SOCIEDADE CORRETORA PAULISTA SA
FIP;30.808.143/0001-95;2018-07-27;05.389.174/0001-01;MODAL  D.T.V.M. LTDA
FIP;30.828.864/0001-67;2018-07-04;03.539.353/0001-52;HSI - HEMISFÉRIO SUL INVESTIMENTOS LTDA
FIP;30.861.043/0001-22;2019-11-27;22.610.500/0001-88;VORTX DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;30.871.738/0001-95;2018-07-18;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.871.765/0001-68;2018-07-18;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.871.793/0001-85;2018-07-18;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.871.808/0001-05;2018-07-18;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;30.871.823/0001-53;2018-07-18;23.025.053/0001-62;BRL TRUST INVESTIMENTOS LTDA.
FIP;31.006.300/0001-01;2018-12-07;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;31.006.329/0001-93;2018-11-28;23.863.529/0001-34;IDL TRUST ADMINISTRADORA DE RECURSOS LTDA.
FIP;31.020.206/0001-07;2018-07-31;59.281.253/0001-23;BTG PACTUAL SERVIÇOS FINANCEIROS S/A DTVM
FIP;31.059.245/0001-18;2018-07-31;12.063.256/0001-27;MONETAR DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;31.145.933/0001-09;2018-09-21;45.246.410/0001-55;PLURAL S.A. BANCO MULTIPLO
FIP;31.151.834/0001-21;2018-08-15;00.066.670/0001-00;BEM - DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA.
FIP;31.289.940/0001-76;2018-08-21;15.675.095/0001-10;LIONS TRUST ADMINISTRADORA DE RECURSOS LTDA
