TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC
F.I.I.;19.878.616/0001-98;17007 NAÇÕES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-16;2019-12-13;;EM FUNCIONAMENTO NORMAL;2019-12-27;2020-01-01;2020-12-31
F.I.I.;19.419.994/0001-03;2509 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-12-27;2013-12-10;;EM FUNCIONAMENTO NORMAL;2013-12-27;2020-01-01;2020-12-31
F.I.I.;19.213.231/0001-01;AB CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-12-29;2013-10-11;;EM FUNCIONAMENTO NORMAL;2017-12-29;2020-01-01;2020-12-31
F.I.I.;19.959.754/0001-00;AB CAPITAL II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-12-29;2014-10-10;;EM FUNCIONAMENTO NORMAL;2017-12-29;2020-01-01;2020-12-31
F.I.I.;32.065.364/0001-46;AF INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - RECEBÍVEIS IMOBILIÁRIOS;2019-09-04;2018-10-25;;EM FUNCIONAMENTO NORMAL;2019-10-17;2020-01-01;2020-12-31
F.I.I.;12.877.873/0001-66;AF INVEST SÃO SEBASTIÃO FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2011-10-31;;2014-06-27;CANCELADA;2014-06-27;;
F.I.I.;31.547.782/0001-07;AGRI8 - FUNDO D E INVESTIMENTO IMOBILIARIO;2018-10-19;2018-08-24;;EM FUNCIONAMENTO NORMAL;2018-12-03;2020-01-01;2020-12-31
F.I.I.;27.773.327/0001-52;AIRPORT TOWN FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2017-09-22;2017-03-13;;EM FUNCIONAMENTO NORMAL;2018-12-14;2020-01-01;2020-12-31
F.I.I.;23.381.427/0001-82;ALB - Fundo de Investimento Imobiliário;2015-12-30;2015-09-16;2018-03-22;CANCELADA;2018-03-22;2019-01-01;2019-12-31
F.I.I.;01.792.958/0001-25;ALDEIA DO VALE FII;1997-05-20;;2009-05-08;CANCELADA;2009-05-08;;
F.I.I.;34.847.063/0001-08;ALIANZA FOFII FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-01-22;2019-09-05;;EM FUNCIONAMENTO NORMAL;2020-03-13;2020-03-13;2020-12-31
F.I.I.;26.648.616/0001-67;ALIANZA PROJETOS ESTRUTURADOS - FUNDO DE INVESTIMENTO IMOBILIARIO;2016-12-06;2016-11-16;2019-10-29;CANCELADA;2019-10-29;;
F.I.I.;22.169.716/0001-50;ALIANZA REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-09-09;2015-03-24;;EM FUNCIONAMENTO NORMAL;2019-09-18;2020-01-01;2020-12-31
F.I.I.;28.737.771/0001-85;ALIANZA TRUST RENDA IMOBILIARIA - FUNDO DE INVESTIMENTO IMOBILIARIO;2017-10-20;2017-09-22;;EM FUNCIONAMENTO NORMAL;2017-12-27;2019-07-01;2020-06-30
F.I.I.;26.001.423/0001-10;ALL BRÁS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-08-24;2016-07-25;;FASE PRÉ-OPERACIONAL;2016-08-24;;
F.I.I.;35.434.880/0001-99;ANKARA DISTRESSED FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-03-17;2019-09-27;;EM FUNCIONAMENTO NORMAL;2020-05-12;2020-05-12;2020-12-31
F.I.I.;31.713.934/0001-02;APOLLO CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-19;2018-09-25;;EM FUNCIONAMENTO NORMAL;2019-12-26;2019-12-26;2020-06-30
F.I.I.;14.069.202/0001-02;AQ3 RENDA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-07-27;2011-07-28;;EM FUNCIONAMENTO NORMAL;2012-07-27;2020-01-01;2020-12-31
F.I.I.;13.555.918/0001-49;AQUILLA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2011-08-15;;;EM FUNCIONAMENTO NORMAL;2011-08-15;2020-01-01;2020-12-31
F.I.I.;33.133.112/0001-70;ARC FUNDO DE INVESTIMENTO IMOBILIÁRIO I - FII;2019-05-14;2019-03-01;;FASE PRÉ-OPERACIONAL;2019-05-14;;
F.I.I.;14.149.745/0001-21;ARENA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-02-07;2011-08-16;;EM FUNCIONAMENTO NORMAL;2012-02-07;2020-01-01;2020-12-31
F.I.I.;12.401.858/0001-47;ATRIUM NAÇÕES UNIDAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-15;2010-08-17;;EM FUNCIONAMENTO NORMAL;2012-08-15;2019-07-01;2020-06-30
F.I.I.;35.765.826/0001-26;AUTONOMY EDIFÍCIOS CORPORATIVOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-01-22;2019-10-18;;FASE PRÉ-OPERACIONAL;2020-01-22;;
F.I.I.;16.826.822/0001-66;BANCO DO NORDESTE - AGENCIAS - FUNDO DE INVESTIMENTO IMOBILIARIO;2012-09-18;2012-08-17;2014-12-22;CANCELADA;2014-12-22;;
F.I.I.;27.785.803/0001-55;BANDEIRANTES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-06-27;2017-05-08;;FASE PRÉ-OPERACIONAL;2017-06-27;;
F.I.I.;01.094.043/0001-46;BANESTADO FDO INV IMOB;1996-03-04;;1998-08-13;CANCELADA;1998-08-13;;
F.I.I.;22.219.335/0001-38;BANESTES RECEBIVEIS IMOBILIARIOS FUNDO DE INVESTIMENTO IMOBILIARIO;2015-06-30;2015-03-19;;EM FUNCIONAMENTO NORMAL;2015-06-30;2020-01-01;2020-12-31
F.I.I.;15.570.431/0001-60;BANRISUL NOVAS FRONTEIRAS FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2012-09-11;2012-05-09;;EM FUNCIONAMENTO NORMAL;2012-09-11;2020-01-01;2020-12-31
F.I.I.;28.267.555/0001-13;BASÍLICA PARTNERS LED CORPORATE FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2017-07-31;2017-06-30;;EM FUNCIONAMENTO NORMAL;2019-09-13;2020-01-01;2020-12-31
F.I.I.;07.000.400/0001-46;BB FUNDO DE INVESTIMENTO IMOBILIARIO PROGRESSIVO;2004-09-03;;;EM FUNCIONAMENTO NORMAL;2004-09-03;2020-01-01;2020-12-31
F.I.I.;14.410.722/0001-29;BB PROGRESSIVO II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-08-23;2011-09-30;;EM FUNCIONAMENTO NORMAL;2012-08-23;2019-07-01;2020-06-30
F.I.I.;20.716.161/0001-93;BB RECEBÍVEIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-09-12;2014-07-22;;EM FUNCIONAMENTO NORMAL;2014-09-12;2020-01-01;2020-12-31
F.I.I.;12.681.340/0001-04;BB RENDA CORPORATIVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-06-13;;;EM FUNCIONAMENTO NORMAL;2011-06-13;2020-01-01;2020-12-31
F.I.I.;15.394.563/0001-89;BB RENDA DE PAPÉIS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-05-07;2012-04-13;;EM FUNCIONAMENTO NORMAL;2012-05-07;2020-01-01;2020-12-31
F.I.I.;23.120.027/0001-13;BB RENDA DE PAPÉIS IMOBILIÁRIOS II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-12-28;2015-08-11;;EM FUNCIONAMENTO NORMAL;2018-04-27;2020-01-01;2020-12-31
F.I.I.;00.968.964/0001-28;BCN METODO FDO INV IMOB;1995-03-28;;1999-03-02;CANCELADA;2003-01-28;;
F.I.I.;27.339.287/0001-35;BERLIM FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-06-05;2017-03-03;;FASE PRÉ-OPERACIONAL;2017-06-05;;
F.I.I.;31.145.875/0001-05;BFC FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-09-12;2018-06-15;;EM FUNCIONAMENTO NORMAL;2018-10-29;2020-01-01;2020-12-31
F.I.I.;18.289.950/0001-43;BIRD FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2013-07-31;2013-05-27;;EM FUNCIONAMENTO NORMAL;2013-07-31;2020-01-01;2020-12-31
F.I.I.;35.652.060/0001-73;BLUECAP RENDA LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO -FII;2020-01-27;2019-11-01;;EM FUNCIONAMENTO NORMAL;2020-05-21;2020-05-21;2020-06-30
F.I.I.;34.081.637/0001-71;BlueMacaw Office Fund - Fundo de Investimento Imobiliário;2019-11-13;2019-07-24;;FASE PRÉ-OPERACIONAL;2019-11-13;;
F.I.I.;34.895.894/0001-47;BLUEMACAW OFFICE FUND II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-04;2019-09-10;;EM FUNCIONAMENTO NORMAL;2019-12-27;2020-01-01;2020-12-31
F.I.I.;21.067.825/0001-01;BPG LOGÍSTICA I FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-07-31;2018-07-31;;EM FUNCIONAMENTO NORMAL;2018-08-20;2020-01-01;2020-12-31
F.I.I.;21.044.600/0001-21;BPGB-001 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-03-04;2014-08-18;;EM FUNCIONAMENTO NORMAL;2015-03-04;2020-01-01;2020-12-31
F.I.I.;20.216.935/0001-17;BRADESCO CARTEIRA IMOBILIÁRIA ATIVA;2015-05-19;2014-09-24;;EM FUNCIONAMENTO NORMAL;2015-05-19;2020-01-01;2020-12-31
F.I.I.;26.452.092/0001-34;BRASIL INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-06-28;2016-08-30;;FASE PRÉ-OPERACIONAL;2017-06-28;;
F.I.I.;22.081.808/0001-83;BRAZIL PROPERTIES INVEST FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-04-20;2015-04-28;;EM FUNCIONAMENTO NORMAL;2017-08-17;2020-01-01;2020-12-31
F.I.I.;26.195.121/0001-20;BRAZIL REAL ESTATE VICTORY FUND I - FUNDO DE INVESTIMENTO IMOBILIARIO;2016-09-22;2016-09-06;;EM FUNCIONAMENTO NORMAL;2016-10-20;2020-01-01;2020-12-31
F.I.I.;14.074.706/0001-02;BRAZIL REALTY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2016-08-03;2011-07-22;;EM FUNCIONAMENTO NORMAL;2016-08-04;2020-01-01;2020-12-31
F.I.I.;13.584.584/0001-31;BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2011-12-12;;;EM FUNCIONAMENTO NORMAL;2011-12-12;2020-01-01;2020-12-31
F.I.I.;32.000.013/0001-57;BRESCO GROWTH FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-24;2018-10-29;;EM FUNCIONAMENTO NORMAL;2019-10-07;2020-01-01;2020-12-31
F.I.I.;20.748.515/0001-81;BRESCO LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-07-13;2014-07-22;;EM FUNCIONAMENTO NORMAL;2016-08-05;2020-01-01;2020-12-31
F.I.I.;35.507.743/0001-37;BRIO PRIME MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-02-13;2019-10-31;;FASE PRÉ-OPERACIONAL;2020-02-13;;
F.I.I.;23.964.843/0001-03;BRIO REAL ESTATE II - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-12-23;2015-12-23;;EM FUNCIONAMENTO NORMAL;2018-07-06;2019-07-01;2020-06-30
F.I.I.;35.360.651/0001-77;BRIX FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-11-07;2019-10-16;;EM FUNCIONAMENTO NORMAL;2019-11-08;2020-01-01;2020-12-31
F.I.I.;18.929.353/0001-36;BRL EDIFÍCIOS COMERCIAIS FII;2015-01-02;2013-08-30;;EM FUNCIONAMENTO NORMAL;2015-01-02;2020-01-01;2020-12-31
F.I.I.;19.026.454/0001-60;BRL LAJES CORPORATIVAS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-29;2013-09-27;;EM FUNCIONAMENTO NORMAL;2014-12-29;2020-01-01;2020-12-31
F.I.I.;26.545.627/0001-11;BRL VI FUNDO DE INVESTIMENTO IMOBILIARIO;2016-11-17;2016-10-18;;EM FUNCIONAMENTO NORMAL;2017-03-22;2020-01-01;2020-12-31
F.I.I.;12.479.709/0001-09;BROOKFIELD TOWERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-01-23;2010-08-26;2013-12-30;CANCELADA;2013-12-30;;
F.I.I.;12.323.987/0001-64;BRPR 68 FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII DESENVOLVIMENTO II;2011-02-28;;2019-01-31;CANCELADA;2019-01-31;2019-01-01;2019-12-31
F.I.I.;36.445.498/0001-43;BS APOLO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-05-25;2020-02-17;;FASE PRÉ-OPERACIONAL;2020-05-25;;
F.I.I.;22.104.821/0001-00;BTERRA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-02-23;2015-03-11;;EM FUNCIONAMENTO NORMAL;2016-05-17;2019-07-01;2020-06-30
F.I.I.;11.721.034/0001-91;BTG PACTUAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RECEBÍVEIS IMOBILIÁRIOS;2010-08-20;;2012-11-16;CANCELADA;2012-11-16;;
F.I.I.;12.292.055/0001-00;BTG PACTUAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RENDA II;2010-08-12;;2012-11-16;CANCELADA;2012-11-16;;
F.I.I.;12.303.339/0001-46;BTG PACTUAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII RENDA III;2012-05-03;2010-07-22;2015-07-30;CANCELADA;2015-07-30;;
F.I.I.;11.839.593/0001-09;BTG PACTUAL LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2010-08-06;;;EM FUNCIONAMENTO NORMAL;2010-08-06;2020-01-01;2020-12-31
F.I.I.;36.098.375/0001-83;BTSP I FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2020-02-17;2020-01-10;;EM FUNCIONAMENTO NORMAL;2020-03-13;2020-03-13;2020-12-31
F.I.I.;20.889.583/0001-60;CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO FUNCEF - FII;2015-08-10;2014-07-15;;FASE PRÉ-OPERACIONAL;2015-08-10;;
F.I.I.;12.989.974/0001-29;CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO PORTO MARAVILHA;2011-03-29;2011-04-06;;EM FUNCIONAMENTO NORMAL;2011-03-29;2020-01-01;2020-12-31
F.I.I.;15.254.249/0001-09;CAIXA FUNDO DE INVESTIMENTO IMOBILIARIO VLT - VEICULO LEVE SOBRE TRILHOS - FII;2013-06-12;2012-02-08;;EM FUNCIONAMENTO NORMAL;2013-06-12;2020-01-01;2020-12-31
F.I.I.;17.098.794/0001-70;CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIARIO - FII;2013-11-22;2012-10-24;;EM FUNCIONAMENTO NORMAL;2013-11-22;2020-01-01;2020-12-31
F.I.I.;31.887.401/0001-39;CAIXA RIO BRAVO FUNDO DE FUNDOS DE INVESTIMENTO IMOBILIÁRIO II;2018-11-05;2018-10-09;;EM FUNCIONAMENTO NORMAL;2019-04-18;2020-01-01;2020-12-31
F.I.I.;34.081.611/0001-23;CAPITÂNIA REIT FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-10-09;2019-06-17;;EM FUNCIONAMENTO NORMAL;2019-12-23;2020-01-01;2020-12-31
F.I.I.;18.979.895/0001-13;CAPITÂNIA SECURITIES II FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-08-07;2013-09-12;;EM FUNCIONAMENTO NORMAL;2014-08-07;2020-01-01;2020-12-31
F.I.I.;28.723.235/0001-20;CAPPINI RED 001 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-09-27;2017-08-10;;FASE PRÉ-OPERACIONAL;2017-09-27;;
F.I.I.;28.278.783/0001-99;CAPPINI RED 002 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-04-04;2017-04-25;;FASE PRÉ-OPERACIONAL;2018-04-04;;
F.I.I.;20.118.470/0001-61;CASPER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-05-08;2014-03-24;;EM FUNCIONAMENTO NORMAL;2017-06-30;2020-01-01;2020-12-31
F.I.I.;17.144.039/0001-85;CASTELLO BRANCO OFFICE PARK FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-12-17;2012-11-01;;EM FUNCIONAMENTO NORMAL;2012-12-17;2020-01-01;2020-12-31
F.I.I.;27.882.272/0001-19;CATU FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-06-26;2017-05-08;;FASE PRÉ-OPERACIONAL;2017-06-26;;
F.I.I.;26.502.761/0001-35;CATUAÍ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-08-28;2016-10-20;;EM FUNCIONAMENTO NORMAL;2017-09-22;2020-01-01;2020-12-31
F.I.I.;20.118.507/0001-51;CEDRO - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2015-09-29;2014-03-24;;EM FUNCIONAMENTO NORMAL;2015-09-29;2020-01-01;2020-12-31
F.I.I.;34.508.923/0001-70;CF2 FUNDO DE INVESTIMENTO IMOBILIÁRIO.;2019-09-23;2019-07-24;;EM FUNCIONAMENTO NORMAL;2019-10-07;2020-01-01;2020-12-31
F.I.I.;18.950.957/0001-64;CHALLENGER FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-07-14;2013-08-26;;EM FUNCIONAMENTO NORMAL;2014-07-14;2020-01-01;2020-12-31
F.I.I.;13.464.208/0001-03;CIBRASEC CRÉDITO IMOBILIÁRIO - FII;2011-12-16;2011-03-31;;EM FUNCIONAMENTO NORMAL;2011-12-16;2020-01-01;2020-12-31
F.I.I.;13.920.018/0001-53;CICA JUNDIAI - FUNDO DE INVESTIMENTO IMOBILIARIO;2013-05-29;2011-06-16;;EM FUNCIONAMENTO NORMAL;2013-07-01;2020-01-01;2020-12-31
F.I.I.;18.874.965/0001-79;CIDADE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-12-09;2013-09-09;;EM FUNCIONAMENTO NORMAL;2014-12-09;2020-01-01;2020-12-31
F.I.I.;15.862.591/0001-83;CIDADE NOVA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-10-19;2012-06-20;;EM FUNCIONAMENTO NORMAL;2013-05-21;2020-01-01;2020-12-31
F.I.I.;34.895.711/0001-93;CIVITAS - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-10-16;2019-09-10;;EM FUNCIONAMENTO NORMAL;2019-11-29;2020-01-01;2020-12-31
F.I.I.;26.132.504/0001-59;CIX CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-09-22;2016-08-09;2017-12-31;CANCELADA;2017-12-31;2019-01-01;2019-12-31
F.I.I.;27.538.335/0001-14;CIX CAPITAL OPORTUNIDADES FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-06-05;2017-03-28;2018-09-13;CANCELADA;2018-09-13;2019-01-01;2019-12-31
F.I.I.;97.521.194/0001-02;CLARITAS LOGÍSTICA I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2012-01-13;2011-07-05;;EM FUNCIONAMENTO NORMAL;2012-01-13;2020-01-01;2020-12-31
F.I.I.;31.772.231/0001-47;COLONIZADOR I FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2018-11-05;2018-10-25;;EM FUNCIONAMENTO NORMAL;2018-11-13;2020-01-01;2020-12-31
F.I.I.;35.705.542/0001-44;COLONIZADOR II FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-12-30;2019-11-27;;EM FUNCIONAMENTO NORMAL;2020-01-28;2020-01-28;2020-12-31
F.I.I.;32.134.257/0001-22;COSMOS FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-10;2018-10-05;;EM FUNCIONAMENTO NORMAL;2019-12-13;2019-12-13;2020-06-30
F.I.I.;17.143.998/0001-86;CSHG GR LOUVEIRA FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-01-22;2012-12-05;;EM FUNCIONAMENTO NORMAL;2013-01-22;2020-01-01;2020-12-31
F.I.I.;32.784.898/0001-22;CSHG IMOBILIÁRIO FOF - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2019-02-20;2019-02-12;;EM FUNCIONAMENTO NORMAL;2019-08-22;2020-01-01;2020-12-31
F.I.I.;11.728.688/0001-47;CSHG LOGÍSTICA - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-05-06;;;EM FUNCIONAMENTO NORMAL;2010-05-06;2020-01-01;2020-12-31
F.I.I.;11.260.134/0001-68;CSHG PRIME OFFICES - FUNDO DE INVESTIMENTO IMOBILIÁRIO FII;2010-10-26;;;EM FUNCIONAMENTO NORMAL;2010-10-26;2020-01-01;2020-12-31
F.I.I.;09.072.017/0001-29;CSHG REAL ESTATE - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2008-05-06;;;EM FUNCIONAMENTO NORMAL;2008-05-06;2020-01-01;2020-12-31
F.I.I.;11.160.521/0001-22;CSHG RECEBÍVEIS IMOBILIÁRIOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2009-12-23;;;EM FUNCIONAMENTO NORMAL;2009-12-23;2020-01-01;2020-12-31
F.I.I.;29.641.226/0001-53;CSHG RENDA URBANA - FUNDO DE INVESTIMENTO IMOBILIARIO - FII;2018-02-14;2018-01-31;;EM FUNCIONAMENTO NORMAL;2018-04-27;2020-01-01;2020-12-31
F.I.I.;19.442.626/0001-86;CTBH FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-02-26;2013-12-11;;EM FUNCIONAMENTO NORMAL;2014-02-26;2020-01-01;2020-12-31
F.I.I.;10.841.506/0001-87;DAJ FUNDO DE INVESTIMENTO IMOBILIÁRIO;2017-12-28;2009-06-17;2017-12-29;CANCELADA;2017-12-29;2019-01-01;2019-12-31
F.I.I.;28.108.193/0001-18;DEL MONTE AJAX  FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-07-28;2017-06-26;;EM FUNCIONAMENTO NORMAL;2017-12-15;2020-01-01;2020-12-31
F.I.I.;16.543.264/0001-21;DERRY UNIVERSAL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2014-06-05;2012-07-11;2018-05-25;CANCELADA;2018-05-25;2019-01-01;2019-12-31
F.I.I.;26.642.727/0001-66;DIAMANTE FUNDO DE INVESTIMENTO IMOBILIARIO;2017-01-06;2016-11-10;;EM FUNCIONAMENTO NORMAL;2017-02-13;2020-01-01;2020-12-31
F.I.I.;10.522.648/0001-81;DOVEL FII;2009-04-01;;;EM FUNCIONAMENTO NORMAL;2009-04-01;2020-01-01;2020-12-31
F.I.I.;21.085.863/0001-89;EBT FUNDO DE INVESTIMENTO IMOBILIÁRIO;2018-09-12;2014-08-04;;EM FUNCIONAMENTO NORMAL;2018-10-29;2020-01-01;2020-12-31
F.I.I.;22.044.621/0001-00;EMPRO FUNDO DE INVESTIMENTO IMOBILIÁRIO;2015-05-29;2015-03-06;;EM FUNCIONAMENTO NORMAL;2015-05-29;2019-07-01;2020-06-30
F.I.I.;26.452.064/0001-17;EQUIINFINITY FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-06-07;2016-08-30;2018-02-28;CANCELADA;2018-02-28;2019-01-01;2019-12-31
F.I.I.;14.365.190/0001-55;ESTRUTURA II - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2012-09-20;2011-08-30;;EM FUNCIONAMENTO NORMAL;2012-09-20;2020-01-01;2020-12-31
F.I.I.;18.259.637/0001-62;ETR PROPERTIES FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2013-09-05;2013-05-16;;EM FUNCIONAMENTO NORMAL;2013-09-05;2019-07-01;2020-06-30
F.I.I.;31.469.385/0001-64;EUROPA 105 - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-02-25;2018-08-23;;EM FUNCIONAMENTO NORMAL;2019-03-15;2020-01-01;2020-12-31
F.I.I.;32.317.313/0001-64;EVEN II KINEA FUNDO DE INVESTIMENTO IMOBILIÁRIO;2020-01-29;2018-11-07;;EM FUNCIONAMENTO NORMAL;2020-02-13;2020-02-13;2020-06-30
F.I.I.;24.070.076/0001-51;EVEN PERMUTA KINEA FII - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2016-06-08;2016-01-18;;EM FUNCIONAMENTO NORMAL;2017-06-09;2019-07-01;2020-06-30
F.I.I.;12.358.507/0001-09;ÊXITUS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2010-12-08;;;EM FUNCIONAMENTO NORMAL;2010-12-08;2020-01-01;2020-12-31
F.I.I.;18.312.285/0001-61;EZTB Fundo de Investimento Imobiliário - FII;2017-09-11;2013-05-29;;EM FUNCIONAMENTO NORMAL;2017-09-21;2020-01-01;2020-12-31
F.I.I.;01.785.852/0001-02;F ALPHAVILLE II;1997-10-27;;2010-03-19;CANCELADA;2010-03-19;;
F.I.I.;01.758.808/0001-03;F CAMPINAS II;1997-04-08;;2006-10-04;CANCELADA;2006-10-04;;
F.I.I.;02.007.147/0001-39;F JK II;1997-07-16;;2010-05-07;CANCELADA;2010-05-07;;
F.I.I.;01.503.008/0001-33;F SIGMA II;1996-08-16;;2012-10-31;CANCELADA;2012-10-31;;
F.I.I.;33.884.145/0001-51;FARIA LIMA CAPITAL RECEBÍVEIS IMOBILIÁRIOS I - FUNDO DE INVESTIMENTO IMOBILIÁRIO;2019-09-04;2019-05-24;;EM FUNCIONAMENTO NORMAL;2019-10-22;2020-01-01;2020-12-31
F.I.I.;11.664.201/0001-00;FATOR VERITA FUNDO DE INVESTIMENTO IMOBILIARIO;2011-01-31;;;EM FUNCIONAMENTO NORMAL;2011-01-31;2020-01-01;2020-12-31
F.I.I.;22.016.625/0001-84;FDL FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII;2017-05-04;2015-04-22;;EM FUNCIONAMENTO NORMAL;2017-08-15;2020-01-01;2020-12-31
F.I.I.;02.073.074/0001-83;FDO CURY CONSAJ INV IMOB;1997-08-28;;1998-06-26;CANCELADA;1998-06-26;;
F.I.I.;01.257.893/0001-18;FDO CYRELA INV IMOB;1996-02-27;;2001-12-19;CANCELADA;2001-12-19;;
F.I.I.;01.842.552/0001-00;FDO CYRELA TECNISA INV IMOB;1997-05-19;;2001-12-19;CANCELADA;2001-12-19;;
F.I.I.;01.216.995/0001-95;FDO INV IMOB BOREAL;1996-05-21;;1998-07-31;CANCELADA;1998-07-31;;
F.I.I.;00.407.634/0001-63;FDO INV IMOB BRASIL;1994-12-27;;2000-04-28;CANCELADA;2000-04-28;;
F.I.I.;01.701.662/0001-51;FDO INV IMOB CONCAL-BCO BBM EMP JARDIM BOTAN;1997-04-07;;2003-10-31;CANCELADA;2003-10-31;;
F.I.I.;01.583.140/0001-00;FDO INV IMOB EDUARDO PRADO;1997-01-10;;1998-07-14;CANCELADA;1998-07-14;;
F.I.I.;01.476.194/0001-69;FDO INV IMOB GAFISA BANCO BBM;1996-10-02;;2005-05-18;CANCELADA;2005-05-18;;
