TP_FUNDO;CNPJ_FUNDO;DENOM_SOCIAL;DT_REG;DT_CONST;DT_CANCEL;SIT;DT_INI_SIT;DT_INI_EXERC;DT_FIM_EXERC
FIP;31.326.346/0001-08;FUNDO DE INVESTIMENTO EM PARTICIPACOES EDUCACAO 1 - MULTIESTRATEGIA;2018-10-03;2018-08-21;;FASE PRÉ-OPERACIONAL;2018-10-03;;
FIP;34.027.574/0001-75;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM EMPRESAS EMERGENTES DA ZFM;2019-12-26;2019-06-06;;EM FUNCIONAMENTO NORMAL;2019-12-26;2020-03-01;2021-02-28
FIP;13.549.562/0001-30;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM EMPRESAS SUSTENTÁVEIS NA AMAZÔNIA;2011-06-20;2011-06-21;;EM FUNCIONAMENTO NORMAL;2013-01-24;2020-03-01;2021-02-28
FIP;13.301.469/0001-02;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL I;2011-05-10;2011-05-23;;EM FUNCIONAMENTO NORMAL;2011-12-01;2020-01-01;2020-12-31
FIP;13.301.359/0001-40;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL II;2011-05-10;2011-05-23;;EM FUNCIONAMENTO NORMAL;2011-12-01;2020-01-01;2020-12-31
FIP;13.301.410/0001-14;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRA-ESTRUTURA BB VOTORANTIM ENERGIA SUSTENTÁVEL III;2011-05-10;2011-05-23;;EM FUNCIONAMENTO NORMAL;2011-12-01;2020-01-01;2020-12-31
FIP;18.623.897/0001-75;FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA ANESSA;2013-08-15;2013-08-15;;EM FUNCIONAMENTO NORMAL;2013-09-18;2020-01-01;2020-12-31
FIP;11.021.363/0001-20;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA ENERGIAS RENOVÁVEIS;2009-08-07;2009-08-12;;EM FUNCIONAMENTO NORMAL;2012-08-22;2020-04-01;2021-03-31
FIP;21.798.423/0001-79;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA LOGÍSTICA GRANÉIS I;2015-03-16;2015-01-27;;EM FUNCIONAMENTO NORMAL;2015-09-10;2020-04-01;2021-03-31
FIP;23.740.741/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA ORIGEM;2015-11-30;2015-10-29;;EM FUNCIONAMENTO NORMAL;2015-12-15;2020-03-01;2021-02-28
FIP;20.835.717/0001-60;FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA PARANAGUÁ;2014-09-02;2014-09-02;;EM FUNCIONAMENTO NORMAL;2018-07-13;2020-01-01;2020-12-31
FIP;23.109.759/0001-02;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA PROSPERIDADE;2015-11-26;2015-08-07;;EM FUNCIONAMENTO NORMAL;2015-12-15;2020-03-01;2021-02-28
FIP;32.222.790/0001-46;FUNDO DE INVESTIMENTO EM PARTICIPACOES EM INFRAESTRUTURA SOLAR I;2018-12-13;2018-11-26;;EM FUNCIONAMENTO NORMAL;2019-09-13;2020-03-01;2021-02-28
FIP;17.709.881/0001-17;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EM INFRAESTRUTURA XP OMEGA I;2013-04-26;2013-04-30;;EM FUNCIONAMENTO NORMAL;2013-06-19;2020-03-01;2021-02-28
FIP;12.976.415/0001-84;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES ESTORIL MULTIESTRATÉGIA;2011-01-11;2011-01-28;;LIQUIDAÇÃO;2017-12-15;2020-01-01;2020-12-31
FIP;08.845.637/0001-90;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES ETANOL BRASIL;2007-05-28;2007-05-28;2009-11-11;CANCELADA;2009-11-11;2009-04-01;2010-03-31
FIP;21.466.847/0001-36;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EVEREST;2016-08-15;2014-11-13;;FASE PRÉ-OPERACIONAL;2016-08-15;;
FIP;12.467.939/0001-40;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES EXCLUSIVE REALTY I;2010-10-15;2010-11-26;2015-10-13;CANCELADA;2015-10-13;2019-03-01;2020-02-29
FIP;23.445.415/0001-74;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FAB5 MULTIESTRATÉGIA;2015-10-09;2015-10-19;;EM FUNCIONAMENTO NORMAL;2016-09-15;2020-03-01;2021-02-28
FIP;21.658.445/0001-33;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FAEY MULTIESTRATÉGIA;2015-01-27;2014-12-23;;EM FUNCIONAMENTO NORMAL;2016-12-01;2020-04-01;2021-03-31
FIP;23.546.288/0001-08;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FARROUPILHA;2015-10-28;2015-11-05;2016-09-23;CANCELADA;2016-09-23;;
FIP;15.122.282/0001-77;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FELIX MULTIESTRATÉGIA;2012-03-05;2012-03-14;;EM FUNCIONAMENTO NORMAL;2012-07-30;2020-03-01;2021-02-28
FIP;11.282.147/0001-38;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FIGÁS MULTIESTRATÉGIA;2010-03-15;2010-03-15;;EM FUNCIONAMENTO NORMAL;2010-08-11;2020-01-01;2020-12-31
FIP;29.708.349/0001-64;FUNDO DE INVESTIMENTO EM PARTICIPACOES FLORESTAL IMA I - MULTIESTRATEGIA;2018-03-16;2018-02-15;;EM FUNCIONAMENTO NORMAL;2018-08-08;2020-04-01;2021-03-31
FIP;21.998.474/0001-44;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FLORESTAS DO ACRE;2015-04-13;2015-03-03;2015-09-18;CANCELADA;2015-09-18;;
FIP;17.213.759/0001-55;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES FONTAINE VILLE URBANISMO MULTIESTRATÉGIA;2013-05-20;2013-05-27;;EM FUNCIONAMENTO NORMAL;2014-05-21;2020-05-01;2021-04-30
FIP;08.741.770/0001-05;FUNDO DE INVESTIMENTO EM PARTICIPACOES FORMA;2007-06-04;2007-06-04;2011-12-15;CANCELADA;2011-12-15;2011-01-01;2011-12-31
FIP;15.321.016/0001-73;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GALILEU;2012-04-05;2012-05-17;2014-06-25;CANCELADA;2014-06-25;2019-04-01;2020-03-31
FIP;10.765.026/0001-84;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GAMMA;2009-05-21;2009-06-26;2016-12-07;CANCELADA;2016-12-07;2019-01-01;2019-12-31
FIP;18.178.635/0001-49;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GENESIS MULTIESTRATÉGIA;2013-06-11;2013-05-08;;EM FUNCIONAMENTO NORMAL;2013-12-17;2020-03-01;2021-02-28
FIP;19.307.190/0001-12;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GENOMA II - MULTIESTRATÉGIA;2013-12-03;2013-12-13;;EM FUNCIONAMENTO NORMAL;2014-01-17;2020-03-01;2021-02-28
FIP;21.567.179/0001-33;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GENOMA III - MULTIESTRATÉGIA;2014-12-26;2015-01-02;;EM FUNCIONAMENTO NORMAL;2015-12-16;2020-03-01;2021-02-28
FIP;16.779.584/0001-85;FUNDO DE INVESTIMENTO EM PARTICIPACOES GIF IV REAL ESTATE;2012-09-04;2012-09-04;2016-09-14;CANCELADA;2016-09-14;2019-01-01;2019-12-31
FIP;17.673.600/0001-13;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GIF IV REAL ESTATE II;2013-03-06;2013-02-15;2016-09-14;CANCELADA;2016-09-14;2019-01-01;2019-12-31
FIP;13.315.804/0001-21;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GJ REAL ESTATE;2011-11-29;2011-12-12;2017-07-06;CANCELADA;2017-07-06;2019-03-01;2020-02-29
FIP;08.912.946/0001-36;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GREEN CAPITAL I;2007-07-03;2007-07-05;2017-06-26;CANCELADA;2017-06-26;2019-01-01;2019-12-31
FIP;17.712.757/0001-00;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GRP EMPREENDIMENTOS COMERCIAIS;2013-04-10;2013-04-19;2014-12-09;CANCELADA;2014-12-09;;
FIP;12.467.917/0001-80;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES GX;2010-10-11;2010-10-11;2016-12-23;CANCELADA;2016-12-23;2019-04-01;2020-03-31
FIP;16.854.552/0001-05;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES HARPIA;2012-11-08;2012-11-21;2017-10-24;CANCELADA;2017-10-24;;
FIP;17.213.826/0001-31;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES HERMES CAPITAL SEMENTE;2015-04-09;2015-04-28;2017-12-08;CANCELADA;2017-12-08;2019-01-01;2019-12-31
FIP;21.034.250/0001-12;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES HOTEL RECIFE;2014-11-24;2014-08-29;2015-12-11;CANCELADA;2015-12-11;;
FIP;16.774.228/0001-79;FUNDO DE INVESTIMENTO EM PARTICIPACOES IMOBILIARIA LATINI BERTOLETTI;2012-12-26;2012-08-15;2014-12-12;CANCELADA;2014-12-12;;
FIP;18.874.983/0001-50;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES IMPERA MULTIESTRATÉGIA;2013-09-13;2013-09-30;2018-04-03;CANCELADA;2018-04-03;2019-08-01;2020-07-31
FIP;13.315.801/0001-98;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INCUBE MULTIESTRATÉGIA;2011-11-29;2011-12-20;;EM FUNCIONAMENTO NORMAL;2013-12-09;2020-04-01;2021-03-31
FIP;21.141.789/0001-70;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INOVA EMPRESA MPE CAPITAL SEMENTE - PRIMATEC;2014-10-02;2014-10-31;;EM FUNCIONAMENTO NORMAL;2015-06-10;2020-04-01;2021-03-31
FIP;17.970.952/0001-30;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES INTEGRA MULTIESTRATÉGIA;2013-04-25;2013-05-02;;LIQUIDAÇÃO;2020-01-13;2020-03-01;2021-02-28
FIP;12.495.175/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES ITACARÉ CAPITAL II;2010-11-24;2010-11-24;2014-07-30;CANCELADA;2014-07-30;2019-03-01;2020-02-29
FIP;14.824.953/0001-89;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES IUMA;2012-04-05;2012-03-28;2013-11-13;CANCELADA;2013-11-13;;
FIP;17.213.811/0001-73;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES JUPITER;2013-08-28;2013-09-26;2015-07-31;CANCELADA;2015-07-31;2019-01-01;2019-12-31
FIP;21.008.976/0001-80;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES KINEA III REAL ESTATE EQUITY;2014-10-27;2014-09-02;2016-04-12;CANCELADA;2016-04-12;;
FIP;15.478.997/0001-67;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES KINEA PRIVATE EQUITY III - MULTIESTRATÉGIA;2012-05-11;2013-12-02;;EM FUNCIONAMENTO NORMAL;2012-08-14;2020-03-01;2021-02-28
FIP;23.740.724/0001-77;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES KONA - MULTIESTRATÉGIA;2016-12-02;2016-11-28;;EM FUNCIONAMENTO NORMAL;2016-12-02;2020-01-01;2020-12-31
FIP;10.905.737/0001-07;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LAKE MULTIESTRATÉGIA;2010-06-09;2010-06-30;2018-12-07;CANCELADA;2018-12-07;2019-01-01;2019-12-31
FIP;08.792.575/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LATIN AMERICA - MULTIESTRATÉGIA;2007-05-30;2007-05-30;;EM FUNCIONAMENTO NORMAL;2007-06-06;2020-01-01;2020-12-31
FIP;23.740.757/0001-17;FUNDO DE INVESTIMENTO EM PARTICIPACOES LEGEND II MULTIESTRATEGIA;2016-12-16;2015-10-29;;EM FUNCIONAMENTO NORMAL;2016-12-16;2020-01-01;2020-12-31
FIP;17.158.705/0001-34;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LIFE CARE MULTIESTRATEGIA;2012-11-23;2014-12-05;2017-12-28;CANCELADA;2017-12-28;2019-03-01;2020-02-29
FIP;14.258.522/0001-00;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LIGNA - MULTIESTRATEGIA INVESTIMENTO NO EXTERIOR;2011-10-06;2011-10-26;;EM FUNCIONAMENTO NORMAL;2012-08-01;2020-01-01;2020-12-31
FIP;19.919.390/0001-26;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LSCRM;2014-03-25;2014-03-19;2015-09-25;CANCELADA;2015-09-25;;
FIP;15.798.354/0001-09;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES LSH - MULTIESTRATÉGIA;2012-07-18;2012-08-02;;EM FUNCIONAMENTO NORMAL;2013-03-28;2020-03-01;2021-02-28
FIP;11.568.035/0001-48;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MÁLAGA;2011-02-15;2011-03-01;2012-04-12;CANCELADA;2012-04-12;2019-01-01;2019-12-31
FIP;19.195.423/0001-32;FUNDO DE INVESTIMENTO EM PARTICIPACOES MALBEC MULTIESTRATÉGIA;2013-11-07;2013-11-19;;EM FUNCIONAMENTO NORMAL;2014-06-06;2020-01-01;2020-12-31
FIP;21.570.466/0001-00;FUNDO DE INVESTIMENTO EM PARTICIPACOES MARANELLO - MULTIESTRATEGIA;2014-12-23;2014-12-23;2015-06-18;CANCELADA;2015-06-18;;
FIP;21.570.466/0001-00;FUNDO DE INVESTIMENTO EM PARTICIPACOES MARANELLO - MULTIESTRATEGIA;2015-06-18;2014-12-23;;EM FUNCIONAMENTO NORMAL;2018-12-28;2020-03-01;2021-02-28
FIP;27.368.734/0001-84;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MATARAZZO - MULTIESTRATÉGIA;2019-11-27;2017-03-14;;EM FUNCIONAMENTO NORMAL;2019-11-27;2020-01-01;2020-12-31
FIP;14.838.571/0001-04;FUNDO DE INVESTIMENTO EM PARTICIPACOES MDMM;2012-04-02;2012-05-25;2015-07-15;CANCELADA;2015-07-15;2019-03-01;2020-02-29
FIP;12.960.194/0001-56;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MELBOURNE MULTIESTRATÉGIA;2011-02-15;2011-03-01;;EM FUNCIONAMENTO NORMAL;2014-06-06;2020-01-01;2020-12-31
FIP;13.309.354/0001-64;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MELROSE MULTIESTRATÉGIA;2011-02-28;2011-03-04;;EM FUNCIONAMENTO NORMAL;2013-12-30;2020-01-01;2020-12-31
FIP;14.838.576/0001-37;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MEZANINO BRASIL ENERGY;2012-01-17;2012-01-31;2015-07-05;CANCELADA;2015-07-05;;
FIP;13.782.852/0001-20;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MEZANINO BRASIL MULTISETORIAL;2011-11-22;2011-12-16;;INCORPORAÇÃO;2016-12-28;2020-03-01;2021-02-28
FIP;09.009.725/0001-15;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MMC MULTIESTRATÉGIA;2010-01-18;2010-02-12;;EM FUNCIONAMENTO NORMAL;2010-02-26;2020-01-01;2020-12-31
FIP;29.091.953/0001-94;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MOBI MULTIESTRATÉGIA;2018-09-20;2017-11-28;;FASE PRÉ-OPERACIONAL;2018-09-20;;
FIP;34.218.272/0001-84;FUNDO DE INVESTIMENTO EM PARTICIPACOES MOGNO MUNDO PET I - MULTIESTRATEGIA;2019-10-23;2019-10-23;;EM FUNCIONAMENTO NORMAL;2019-10-30;2020-03-01;2021-02-28
FIP;21.478.646/0001-59;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MONTES SANTOS;2014-11-28;2014-11-26;2017-08-09;CANCELADA;2017-08-09;2019-04-01;2020-03-31
FIP;20.094.894/0001-33;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MONTREAL;2014-04-17;2014-04-29;2017-11-09;CANCELADA;2017-11-09;2019-03-01;2020-02-29
FIP;23.382.531/0001-91;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MOV 1 - MULTIESTRATÉGIA;2015-10-28;2015-09-18;;EM FUNCIONAMENTO NORMAL;2015-11-20;2020-04-01;2021-03-31
FIP;14.824.053/0001-31;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - AMC;2012-01-06;2012-01-17;;EM FUNCIONAMENTO NORMAL;2012-05-03;2020-01-01;2020-12-31
FIP;28.376.098/0001-03;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA - BELVEDERE I;2018-05-25;2017-07-21;;FASE PRÉ-OPERACIONAL;2018-05-25;;
FIP;27.216.519/0001-68;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA - BELVEDERE II;2017-05-05;2016-12-22;;FASE PRÉ-OPERACIONAL;2017-05-05;;
FIP;17.207.495/0001-27;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA 01 MOVTTEL;2012-11-28;2012-12-10;;LIQUIDAÇÃO;2018-10-17;2020-01-01;2020-12-31
FIP;19.675.634/0001-72;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA 02 MOVTTEL;2014-04-01;2014-04-07;;LIQUIDAÇÃO;2018-09-28;2020-01-01;2020-12-31
FIP;19.921.968/0001-89;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA 03 MOVTTEL;2014-04-04;2014-04-24;;LIQUIDAÇÃO;2020-01-15;2020-01-01;2020-12-31
FIP;26.691.084/0001-40;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA BRASIL MIX;2016-12-14;2016-11-16;;LIQUIDAÇÃO;2019-03-13;2020-01-01;2020-12-31
FIP;14.240.738/0001-30;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA BRASIL PETROLEO 1;2011-12-23;2012-01-03;;EM FUNCIONAMENTO NORMAL;2012-02-08;2020-03-01;2021-02-28
FIP;14.240.744/0001-98;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA BRASIL PETRÓLEO 2;2012-04-03;2011-08-25;;EM FUNCIONAMENTO NORMAL;2012-07-31;2020-03-01;2021-02-28
FIP;13.958.904/0001-76;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA BRAZIL CAPITAL GROWTH PARTNERS II;2011-08-05;2011-08-08;;EM FUNCIONAMENTO NORMAL;2011-08-18;2020-01-01;2020-12-31
FIP;08.576.668/0001-93;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA AMBIENTAL;2007-01-10;2007-01-24;;EM FUNCIONAMENTO NORMAL;2008-09-02;2020-04-01;2021-03-31
FIP;16.676.620/0001-85;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA CYRELA;2012-10-09;2012-10-19;;EM FUNCIONAMENTO NORMAL;2013-10-02;2020-04-01;2021-03-31
FIP;13.767.159/0001-88;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA INCORPORACAO IMOBILIARIA;2011-11-03;2011-12-12;;EM FUNCIONAMENTO NORMAL;2012-12-19;2020-04-01;2021-03-31
FIP;15.254.458/0001-44;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA CAIXA VENEZA;2012-06-22;2012-07-10;;EM FUNCIONAMENTO NORMAL;2012-06-29;2020-01-01;2020-12-31
FIP;16.915.940/0001-40;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA ELEPHAS;2012-10-01;2012-10-01;2018-12-28;CANCELADA;2018-12-28;2019-01-01;2019-12-31
FIP;29.491.215/0001-34;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA EMBRAER INVESTIMENTO NO EXTERIOR;2018-03-21;2018-01-15;;EM FUNCIONAMENTO NORMAL;2018-03-27;2020-04-01;2021-03-31
FIP;15.445.076/0001-06;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA EVOLUTION GLOBAL PARTNERS;2012-08-30;2012-09-10;;EM FUNCIONAMENTO NORMAL;2013-01-23;2020-01-01;2020-12-31
FIP;26.845.679/0001-03;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA FORMOSA;2017-03-10;2016-11-10;;EM FUNCIONAMENTO NORMAL;2017-12-20;2020-01-01;2020-12-31
FIP;08.782.808/0001-80;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA FRANCHISING VENTURES;2007-03-08;2007-05-02;2017-12-29;CANCELADA;2017-12-29;2019-01-01;2019-12-31
FIP;17.588.142/0001-14;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA GENOMA I;2013-03-19;2013-04-01;;EM FUNCIONAMENTO NORMAL;2014-01-02;2020-05-01;2021-04-30
FIP;31.823.563/0001-03;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA GENOMA IV;2018-11-13;2018-09-21;;EM FUNCIONAMENTO NORMAL;2018-11-16;2020-05-01;2021-04-30
FIP;31.823.001/0001-60;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA GENOMA V;2018-12-12;2018-09-17;;EM FUNCIONAMENTO NORMAL;2018-12-20;2020-05-01;2021-04-30
FIP;26.195.211/0001-10;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA INOVABRA I - INVESTIMENTO NO EXTERIOR;2016-12-13;2016-08-17;;EM FUNCIONAMENTO NORMAL;2017-05-12;2020-03-01;2021-02-28
FIP;29.843.196/0001-68;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA INOVAÇÃO E TECNOLOGIA;2018-03-19;2018-02-16;;EM FUNCIONAMENTO NORMAL;2018-05-02;2020-02-01;2021-01-31
FIP;36.164.508/0001-72;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA INOVASEG - INVESTIMENTO NO EXTERIOR;2020-02-07;2020-01-23;;FASE PRÉ-OPERACIONAL;2020-02-07;;
FIP;15.039.162/0001-00;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA KINEA PRIVATE EQUITY II;2012-02-15;2012-03-13;;EM FUNCIONAMENTO NORMAL;2012-08-29;2020-03-01;2021-02-28
FIP;18.948.684/0001-13;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MÊNFIS;2013-09-26;2013-09-26;;LIQUIDAÇÃO;2020-03-02;2019-08-01;2020-07-31
FIP;26.142.210/0001-08;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MERCADO DE ACESSO LE;2016-11-04;2016-09-01;2017-02-20;CANCELADA;2017-02-20;;
FIP;26.545.599/0001-32;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MERCADO DE ACESSO LEQ;2016-11-21;2016-11-30;;LIQUIDAÇÃO;2020-01-20;2020-03-01;2021-02-28
FIP;13.748.601/0001-29;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MEZANINO MARINE;2011-08-16;2011-08-19;2017-12-08;CANCELADA;2017-12-08;2019-03-01;2020-02-29
FIP;15.254.448/0001-09;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA MILÃO;2012-10-26;2012-11-09;;EM FUNCIONAMENTO NORMAL;2012-12-05;2020-01-01;2020-12-31
FIP;16.877.796/0001-03;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA OAS EMPREENDIMENTOS;2013-01-17;2013-01-24;;EM FUNCIONAMENTO NORMAL;2013-08-02;2020-01-01;2020-12-31
FIP;14.586.233/0001-22;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA OLÍMPIA;2011-11-11;2011-12-12;2018-01-19;CANCELADA;2018-01-19;2019-04-01;2020-03-31
FIP;17.550.296/0001-17;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA OPERACOES INDUSTRIAIS;2013-02-14;2013-02-22;;LIQUIDAÇÃO;2019-10-15;2020-01-01;2020-12-31
FIP;17.334.177/0001-27;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA PERFORMA KEY DE INOVAÇÃO EM MEIO AMBIENTE;2012-12-26;2013-01-21;;EM FUNCIONAMENTO NORMAL;2013-02-18;2020-03-01;2021-02-28
FIP;16.617.536/0001-90;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA PUMA;2012-10-05;2012-10-17;;EM FUNCIONAMENTO NORMAL;2013-01-18;2020-01-01;2020-12-31
FIP;12.446.103/0001-69;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATÉGIA RG ESTALEIROS;2010-09-23;2010-09-28;;EM FUNCIONAMENTO NORMAL;2010-10-15;2020-04-01;2021-03-31
FIP;21.478.655/0001-40;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATEGIA TERRA SANTA;2014-11-28;2014-11-26;2017-11-30;CANCELADA;2017-11-30;2019-04-01;2020-03-31
FIP;11.225.799/0001-30;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTIESTRATÉGIA TLC III;2009-10-19;2009-10-28;;LIQUIDAÇÃO;2018-03-16;2020-03-01;2021-02-28
FIP;21.669.033/0001-07;FUNDO DE INVESTIMENTO EM PARTICIPACOES MULTIESTRATEGIA VIA LACTEA;2016-08-15;2014-11-25;;EM FUNCIONAMENTO NORMAL;2019-08-23;2020-04-01;2021-03-31
FIP;12.430.380/0001-83;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MULTISUCOS;2010-10-29;2010-11-24;2011-04-29;CANCELADA;2011-04-29;;
FIP;12.993.435/0001-63;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MZO LOGÍSTICA  MULTIESTRATEGIA;2010-12-09;2010-12-29;;EM FUNCIONAMENTO NORMAL;2013-04-19;2020-01-01;2020-12-31
FIP;19.544.743/0001-50;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES MZO LOGÍSTICA II;2014-01-28;2014-01-15;2016-09-20;CANCELADA;2016-09-20;;
FIP;21.137.498/0001-09;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES NAVEGANTES;2014-10-06;2014-09-15;2017-12-20;CANCELADA;2017-12-20;2018-10-01;2019-09-30
FIP;21.049.830/0001-83;FUNDO DE INVESTIMENTO EM PARTICIPAÇÕES NETPOINTS;2014-10-01;2014-10-02;2016-12-06;CANCELADA;2016-12-06;2019-04-01;2020-03-31
